,key,author,comment,hashtags,mentions,processed_comments_without_microtext
4754,https://www.instagram.com/p/B8ziit6nbRG/,karynvictoriaburley,"If you want a family then you shouldn’t be in the military.
I’m sure 97% will argue my opinion and I could care less truthfully. The mental and emotional distress that puts on the kids and spouses is unfair! No wife or child should have to live with the consequences of having an absent father or husband. Sometimes never coming back at all! If you want to serve your country whole heartedly then do it single!",,,want family ’ military ’ sure 97 argue opinion could care less truthfully mental emotional distress put kid spouses unfair wife child live consequences absent father husband sometimes never come back want serve country whole heartedly single
4755,https://www.instagram.com/p/B8ziit6nbRG/,krystaldragonfly,As a Navy wife some of my most favorite days were the end of deployment watching my husband walk off the ship. God Bless them all andGod Speed.,,,navy wife favorite days end deployment watch husband walk ship god bless andgod speed
4756,https://www.instagram.com/p/B8ziit6nbRG/,socallynn,"I love this. My dad was stationed there for 7 years in the 70’s and I have very happy memories of our time there. Welcome home, sailors!",,,love dad station seven years 70 ’ happy memories time welcome home sailors
4757,https://www.instagram.com/p/B8ziit6nbRG/,huldakareno,❤️,,,❤ ️
4758,https://www.instagram.com/p/B8ziit6nbRG/,richjake1,Go Navy,,,go navy
4759,https://www.instagram.com/p/B8ziit6nbRG/,pklingman,I just love sailors as my first boyfriend in high school and then my husband were both in the Navy,,,love sailors first boyfriend high school husband navy
4760,https://www.instagram.com/p/B8ziit6nbRG/,robcor2012,Welcome home All!👍👍🙏🙏💕💕,,,welcome home 👍 👍 🙏 🙏 💕 💕
4761,https://www.instagram.com/p/B8ziit6nbRG/,viewfrommylawnchair,Thank you all for your service!! 🇺🇸,,,thank service 🇺 🇸
4762,https://www.instagram.com/p/B8ziit6nbRG/,hyowon2672,👍👍,,,👍 👍
4763,https://www.instagram.com/p/B8ziit6nbRG/,cathieparke,God Bless them all! 💜😊,,,god bless 💜 😊
4764,https://www.instagram.com/p/B8zhNWRnLr_/,abcnews,"Plane makes hard, fiery landing in Florida

Sparks fly as a small plane scrapes along the runway on its belly at Daytona Beach International Airport. No injuries were reported in the hard landing, and the cause is being investigated. https://abcn.ws/3bR5nM6",,,plane make hard fiery land florida spark fly small plane scrap along runway belly daytona beach international airport injuries report hard land cause investigate httpsabcnws 3br5nm6
4765,https://www.instagram.com/p/B8zhNWRnLr_/,1970crazyoldee,The pilot did a stellar job Landing it regardless 🙌,,,pilot stellar job land regardless 🙌
4766,https://www.instagram.com/p/B8zhNWRnLr_/,hang2er4,"Pilot be like, Yo, Ryan Newman, hold my beer.",,,pilot like yo ryan newman hold beer
4767,https://www.instagram.com/p/B8zhNWRnLr_/,slumdogsalcedo,Florida never disappoints! God bless the state that keeps on giving and giving and then gives some more.,,,florida never disappoint god bless state keep give give give
4768,https://www.instagram.com/p/B8zhNWRnLr_/,bluegrassbay,Why don't runways have giant sprinklers along the landing strip to put out flames? 🤔,,,dont runways giant sprinklers along land strip put flame 🤔
4769,https://www.instagram.com/p/B8zhNWRnLr_/,follow_bak_fukboyz,But why is the second emergency truck driving slow as hell in zig zags on the runway 😩🤦🏽‍♂️,,,second emergency truck drive slow hell zig zags runway 😩 🤦 🏽 ‍ ♂ ️
4770,https://www.instagram.com/p/B8zhNWRnLr_/,compl3te_streets,Daytona ain’t never gonna be the same since Trump came to visit.,,,daytona ’ never gonna since trump come visit
4771,https://www.instagram.com/p/B8zhNWRnLr_/,cindyfowler6147,Praise God they got it out safely praying for those on board.,,,praise god get safely pray board
4772,https://www.instagram.com/p/B8zhNWRnLr_/,mrparkersmusic,Turn that music off!,,,turn music
4773,https://www.instagram.com/p/B8zhNWRnLr_/,lilirving,"Man, Daytona Beach is HAVING A WEEK",,,man daytona beach week
4774,https://www.instagram.com/p/B8zhNWRnLr_/,deborahlove56,First we must do a drug test,,,first must drug test
4775,https://www.instagram.com/p/B8zhNWRnLr_/,xltnlxbaby,My neck and back hurts looking at that 😩,,,neck back hurt look 😩
4776,https://www.instagram.com/p/B8zhNWRnLr_/,vibbardjudy,They had their Angels with them. God heard and sent. Amen.,,,angels god hear send amen
4777,https://www.instagram.com/p/B8zerP_gQdz/,abcnews,"Biden says Bloomberg is in the wrong party

Joe Biden on Michael Bloomberg: ""Even though he spent hundreds of millions of dollars, I don’t think that the mayor of New York is, you know, in the right party."" abcn.ws/2K0BLjq #joebiden #michaelbloomberg #politics #election #democrats","['joebiden', 'michaelbloomberg', 'politics', 'election', 'democrats']",,biden say bloomberg wrong party joe biden michael bloomberg even though spend hundreds millions dollars ’ think mayor new york know right party abcnws 2k0bljq joebiden michaelbloomberg politics election democrats
4778,https://www.instagram.com/p/B8zerP_gQdz/,tomgbauer66,"IF He can Beat Trump, I really Don't Care what Party He belongs in.",,,beat trump really dont care party belong
4779,https://www.instagram.com/p/B8zerP_gQdz/,chef_lampinn,"Honestly,we need leadership in the White House that can reunite the people of the United States 🇺🇸 of America together and get rid of all this division amongst people.
I’m so sick of this thing they call Democrat & Republican...
I don’t understand why can’t everybody just be normal people that want to live the “American Dream” without all this back and forth finger pointing,until we get someone that understands this in the White House,we are goin nowhere 🤦🏽‍♂️
We All Want The Same Thing,So Why Can’t We Get Along...",,,honestlywe need leadership white house reunite people unite state 🇺 🇸 america together get rid division amongst people ’ sick thing call democrat republican ’ understand ’ everybody normal people want live “ american dream ” without back forth finger pointinguntil get someone understand white housewe goin nowhere 🤦 🏽 ‍ ♂ ️ want thingso ’ get along
4780,https://www.instagram.com/p/B8zerP_gQdz/,ajijic18,These old men just need to retire. Amen,,,old men need retire amen
4781,https://www.instagram.com/p/B8zerP_gQdz/,realokeyboy,Lol 😂 sleepy joe,,,lol 😂 sleepy joe
4782,https://www.instagram.com/p/B8zerP_gQdz/,baker1693,So is Bernie,,,bernie
4783,https://www.instagram.com/p/B8zerP_gQdz/,lundservices01,Bloomberg attacked communism at the debate and was booed. The current state of democrats in our country is an embarrassment. #herdoflosers2020,['herdoflosers2020'],,bloomberg attack communism debate boo current state democrats country embarrassment herdoflosers 2020
4784,https://www.instagram.com/p/B8zerP_gQdz/,njrosegirl,😍,,,😍
4785,https://www.instagram.com/p/B8zerP_gQdz/,cobyef,“He ain’t moving the right way” is all I took from this,,,“ ’ move right way ” take
4786,https://www.instagram.com/p/B8zerP_gQdz/,ferrijl,Yet.. we democrats keep accepting his money..he helped us win back the house..put his own money into the Paris climate agreement when trump pulled the U.S promised funds out..leads the fight for gun control..but nah he doesn't deserve to be part of the family..hypocrisy,,,yet democrats keep accept moneyhe help us win back houseput money paris climate agreement trump pull us promise fund outleads fight gun controlbut nah doesnt deserve part familyhypocrisy
4787,https://www.instagram.com/p/B8zerP_gQdz/,ae.mohsenlavasani,Walking dead!,,,walk dead
4788,https://www.instagram.com/p/B8zerP_gQdz/,raye_u_rock,Sick of all of them....Democrat party...scratch all of them and start over with new people...,,,sick themdemocrat partyscratch start new people
4789,https://www.instagram.com/p/B8zerP_gQdz/,rose_rose1399,So you admit that Soros is in the wrong party too.😂🤣,,,admit soros wrong party 😂 🤣
4790,https://www.instagram.com/p/B8zbvVjJsdG/,abcnews,"Pressed on whether her fiery debate performance came too late to close the gap with Bernie Sanders, Elizabeth Warren tells @marykbruce, ""We're just getting started.""
⠀⠀⠀⠀⠀⠀⠀⠀⠀
""We’ve heard from 2% of the country. We’ve got 98% of it left to go."" #politics #warren #sanders #campaign","['politics', 'warren', 'sanders', 'campaign']",['marykbruce'],press whether fiery debate performance come late close gap bernie sanders elizabeth warren tell marykbruce get start ⠀ ⠀ ⠀ ’ hear 2 country ’ get 98 leave go politics warren sanders campaign
4791,https://www.instagram.com/p/B8zbvVjJsdG/,dick_infidel,#NeverSocialist #NeverBlue #BlacksForTRUMP,"['NeverSocialist', 'NeverBlue', 'BlacksForTRUMP']",,neversocialist neverblue blacksfortrump
4792,https://www.instagram.com/p/B8zbvVjJsdG/,rayhan.arazi,Bernie 2020,,,bernie two thousand twenty
4793,https://www.instagram.com/p/B8zbvVjJsdG/,mitchellsstone,All the Democratic candidates together couldn’t beat Trump🤪🤣🇺🇸,,,democratic candidates together ’ beat trump 🤪 🤣 🇺 🇸
4794,https://www.instagram.com/p/B8zbvVjJsdG/,nope2409,She was way too intense,,,way intense
4795,https://www.instagram.com/p/B8zbvVjJsdG/,rose_rose1399,"Senator, please tell us about ur son- in-law and the relationship with iran",,,senator please tell us ur son inlaw relationship iran
4796,https://www.instagram.com/p/B8zbvVjJsdG/,mr._silva_,❤️❤️❤️❤️ Elizabeth Warren won the debate last night and she will win the Nomination for President of the United States of America !,,,❤ ️ ❤ ️ ❤ ️ ❤ ️ elizabeth warren debate last night win nomination president unite state america
4797,https://www.instagram.com/p/B8zbvVjJsdG/,legomyleto,Puerto Rico?,,,puerto rico
4798,https://www.instagram.com/p/B8zbvVjJsdG/,laz4tune,And bowling alley rallies with 10 people,,,bowl alley rally ten people
4799,https://www.instagram.com/p/B8zbvVjJsdG/,dominikeleyva,🤡,,,🤡
4800,https://www.instagram.com/p/B8zbvVjJsdG/,laz4tune,Should she be somewhere handing out brown bag lunches to poor religious kids,,,somewhere hand brown bag lunch poor religious kid
4801,https://www.instagram.com/p/B8zbvVjJsdG/,markcotter447,A million followers in 31 states? Lmmfao 😂😂😂,,,million followers thirtyone state lmmfao 😂 😂 😂
4802,https://www.instagram.com/p/B8zbvVjJsdG/,rmsicilia,You fight and stay loud and clear🔥,,,fight stay loud clear 🔥
4803,https://www.instagram.com/p/B8zaFdXBvuB/,abcnews,"Ukraine residents clash with police over coronavirus fears

Fearing spreading of coronavirus into their community, hundreds of Ukrainians blocked access to a hospital set to be used to quarantine dozens of people evacuated from China, leading to clashes with police. https://abcn.ws/2VfgRDr",,,ukraine residents clash police coronavirus fear fear spread coronavirus community hundreds ukrainians block access hospital set use quarantine dozens people evacuate china lead clash police httpsabcnws 2vfgrdr
4804,https://www.instagram.com/p/B8zaFdXBvuB/,shannon818valley,"Wow 🙄 not sketchy at all... why are people being evacuated from China, that are sick with the virus, to different countries now?",,,wow 🙄 sketchy people evacuate china sick virus different countries
4805,https://www.instagram.com/p/B8zaFdXBvuB/,mjsthefirst,Why the hell would u send infected ppl from China to Ukraine???,,,hell would u send infect ppl china ukraine
4806,https://www.instagram.com/p/B8zaFdXBvuB/,curtlow23,This is only the beginning... Jesus Christ (God) is coming very soon ...,,,begin jesus christ god come soon
4807,https://www.instagram.com/p/B8zaFdXBvuB/,phamlexander,"First of all, it's not chinese people, its Ukrainians who were abroad that are being repatriated. Secondly, they wouldn't be allowed to leave if they were infected. They were cleared to fly and now they are just undergoing quarantine to be safe as symptoms may not arise for 2 weeks. No need to panic...",,,first chinese people ukrainians abroad repatriate secondly wouldnt allow leave infect clear fly undergo quarantine safe symptoms may arise two weeks need panic
4808,https://www.instagram.com/p/B8zaFdXBvuB/,srtjeepfan,I dont blame them one bit. Wouldnt want it near/in my town either.,,,dont blame one bite wouldnt want nearin town either
4809,https://www.instagram.com/p/B8zaFdXBvuB/,theventurous1,💪🏼💪🏼💪🏼💪🏼 United we stand 👊🏼Keep the virus in 🇨🇳 and away from our community,,,💪 🏼 💪 🏼 💪 🏼 💪 🏼 unite stand 👊 🏼 keep virus 🇨 🇳 away community
4810,https://www.instagram.com/p/B8zaFdXBvuB/,slow675r,It’s like people want to catch the virus,,,’ like people want catch virus
4811,https://www.instagram.com/p/B8zaFdXBvuB/,j_gallardo01,That’s what China Gets for Eating Dogs and Cats like a Buffet,,,’ china get eat dog cat like buffet
4812,https://www.instagram.com/p/B8zaFdXBvuB/,hardcoreartist,KEEP YOUR SICK 😷 STAY OUT OF UKRAINE 🇺🇦,,,keep sick 😷 stay ukraine 🇺 🇦
4813,https://www.instagram.com/p/B8zaFdXBvuB/,viciferg,Scary world we live in,,,scary world live
4814,https://www.instagram.com/p/B8zaFdXBvuB/,ericalynn6910,They have already said by the end of this that 66 percent of the population will be affected that’s one in three people think about it it’s messed up that is our parents our kids or family cousins friends it’s not right I don’t blame them I think everyone should be worried and I don’t think there treating this right at al,,,already say end sixtysix percent population affect ’ one three people think ’ mess parent kid family cousins friends ’ right ’ blame think everyone worry ’ think treat right al
4815,https://www.instagram.com/p/B8zaFdXBvuB/,dragonpepsi92,Bruh this is sad we got Clorox wipes that kill the virus I’m dead 🤣🤣🤣,,,bruh sad get clorox wipe kill virus ’ dead 🤣 🤣 🤣
4816,https://www.instagram.com/p/B8zSL5QAI7D/,abcnews,Police officers on horseback and wearing protective gear travel to a remote area of China's Xinjiang region to spread awareness of coronavirus. #coronavirus #china #health #xinjiang,"['coronavirus', 'china', 'health', 'xinjiang']",,police officer horseback wear protective gear travel remote area chinas xinjiang region spread awareness coronavirus coronavirus china health xinjiang
4817,https://www.instagram.com/p/B8zSL5QAI7D/,emaryan64,Or to give it to them too 🤦🏻‍♀️,,,give 🤦 🏻 ‍ ♀ ️
4818,https://www.instagram.com/p/B8zSL5QAI7D/,candacecarteen,Couldn't they be taking the virus to them? If they're that remote they may not have even had a chance of catching it.,,,couldnt take virus theyre remote may even chance catch
4819,https://www.instagram.com/p/B8zSL5QAI7D/,dodgersla247,If they are that remote I’m sure they shouldn’t worry 🤦🏻‍♀️ Since they don’t communicate with others,,,remote ’ sure ’ worry 🤦 🏻 ‍ ♀ ️ since ’ communicate others
4820,https://www.instagram.com/p/B8zSL5QAI7D/,quelitabeatriz,They have drones to check the people on the streets and they need to go riding horses to a town away?,,,drone check people streets need go rid horse town away
4821,https://www.instagram.com/p/B8zSL5QAI7D/,garyuk1994,The comments basically show that the West knows nothing about Xinjiang although they always say they care🙄,,,comment basically show west know nothing xinjiang although always say care 🙄
4822,https://www.instagram.com/p/B8zSL5QAI7D/,nildavioletavargas,They are actually spreading it more!!!,,,actually spread
4823,https://www.instagram.com/p/B8zSL5QAI7D/,nathanael_056,they just bringing and spreading virus to those poor hermits,,,bring spread virus poor hermits
4824,https://www.instagram.com/p/B8zSL5QAI7D/,chino.x3_,I thought this was Wells Fargo’s logo 😭❗️❗️❗️❗️,,,think well fargo ’ logo 😭 ❗ ️ ❗ ️ ❗ ️ ❗ ️
4825,https://www.instagram.com/p/B8zSL5QAI7D/,cherstang,Ummmm....,,,ummmm
4826,https://www.instagram.com/p/B8zSL5QAI7D/,lyrics9288,"Sounds like they really have been lieing about how much it was spread because they know there country is going to be bankrupt over it , what shame for $$ they are concealing the truth .",,,sound like really lie much spread know country go bankrupt shame conceal truth
4827,https://www.instagram.com/p/B8zSL5QAI7D/,dannapaola1424,Poor horses why they go there,,,poor horse go
4828,https://www.instagram.com/p/B8zSL5QAI7D/,coronavirus_truth,Coronavirus will kill 15-30% of the population says the WHO and CDC,,,coronavirus kill 1530 population say cdc
4829,https://www.instagram.com/p/B8zQiY2pLrN/,abcnews,"A group of black ballerinas in Texas marked Black History Month with a fierce photoshoot. The tiny dancers, part of an elite dance squad at the iRule Dance Studio in Beaumont, Texas, booked the photo shoot as a fun bonding experience—but it quickly took on more meaning. #blackhistorymonth #blackhistory #dancing #texas #beaumont #photography","['blackhistorymonth', 'blackhistory', 'dancing', 'texas', 'beaumont', 'photography']",,group black ballerinas texas mark black history month fierce photoshoot tiny dancers part elite dance squad irule dance studio beaumont texas book photo shoot fun bond experience — quickly take mean blackhistorymonth blackhistory dance texas beaumont photography
4830,https://www.instagram.com/p/B8zQiY2pLrN/,carguy731,Beautiful....but why is there reverse racism? Could you imagine the outcry if there was a group of white girls promoting white history. People would lose their minds.,,,beautifulbut reverse racism could imagine outcry group white girls promote white history people would lose mind
4831,https://www.instagram.com/p/B8zQiY2pLrN/,k2atlarge,Wishing them loads of success 😊😊😊,,,wish load success 😊 😊 😊
4832,https://www.instagram.com/p/B8zQiY2pLrN/,knitbyjulia,Future pole dancers,,,future pole dancers
4833,https://www.instagram.com/p/B8zQiY2pLrN/,andrew_hunger,Didn't ask,,,didnt ask
4834,https://www.instagram.com/p/B8zQiY2pLrN/,joanbair,Beautiful ballerinas💕,,,beautiful ballerinas 💕
4835,https://www.instagram.com/p/B8zQiY2pLrN/,slayaday09,Keep shining 🙌🏽💕💕,,,keep shin 🙌 🏽 💕 💕
4836,https://www.instagram.com/p/B8zQiY2pLrN/,love_ly_november,Cuties...photos are fierce❣️,,,cutiesphotos fierce ❣ ️
4837,https://www.instagram.com/p/B8zQiY2pLrN/,heatherleemoyers,They are little girls when are the ADULTS gonna get past the racism we blame the kids for what the ADULTS put in their lil heads Adults need to go the hell up,,,little girls adults gonna get past racism blame kid adults put lil head adults need go hell
4838,https://www.instagram.com/p/B8zQiY2pLrN/,carrinokc,Adorable and fierce❤️,,,adorable fierce ❤ ️
4839,https://www.instagram.com/p/B8zQiY2pLrN/,chrissantana8,Nice,,,nice
4840,https://www.instagram.com/p/B8zQiY2pLrN/,mr.david.roby,❤️✊🏾,,,❤ ️ ✊ 🏾
4841,https://www.instagram.com/p/B8zQiY2pLrN/,teetot_55,Why does color have to come up in the mix?@ The girls appear to be diverse themselves. Perhaps other races of girls prefer not to join the group because of the makeup of young ladies! 🤷‍♀️,,,color come mix girls appear diverse perhaps race girls prefer join group makeup young ladies 🤷 ‍ ♀ ️
4842,https://www.instagram.com/p/B8zP1mGA4Vp/,abcnews,A heartwarming moment as this California teen tearfully rings the bell after finishing her cancer treatment. #teen #cancer #cancersurvivor #inspiring,"['teen', 'cancer', 'cancersurvivor', 'inspiring']",,heartwarming moment california teen tearfully ring bell finish cancer treatment teen cancer cancersurvivor inspire
4843,https://www.instagram.com/p/B8zP1mGA4Vp/,adh_0102,Praise God 🙏🏻,,,praise god 🙏 🏻
4844,https://www.instagram.com/p/B8zP1mGA4Vp/,andy_douglas25,Gain more than 50% in 25 days/ double your money 💸in two months 📈,,,gain 50 twentyfive days double money 💸 two months 📈
4845,https://www.instagram.com/p/B8zP1mGA4Vp/,marlo31058,God bless you young lady.,,,god bless young lady
4846,https://www.instagram.com/p/B8zP1mGA4Vp/,memoriesofalifetimephotobooth,Stuff like this makes me cry,,,stuff like make cry
4847,https://www.instagram.com/p/B8zP1mGA4Vp/,ielts_sam,May God Bless all children #childrengottalive,['childrengottalive'],,may god bless children childrengottalive
4848,https://www.instagram.com/p/B8zP1mGA4Vp/,southsidestorm,Thank God,,,thank god
4849,https://www.instagram.com/p/B8zP1mGA4Vp/,boycecarolynedwards,"Been there. Done that. Honey, we got this. 🙏🏽",,,do honey get 🙏 🏽
4850,https://www.instagram.com/p/B8zP1mGA4Vp/,barbularivers,So happy for you!!,,,happy
4851,https://www.instagram.com/p/B8zP1mGA4Vp/,lokitodr,🙏🙏,,,🙏 🙏
4852,https://www.instagram.com/p/B8zP1mGA4Vp/,dreamcreepxr,❤️,,,❤ ️
4853,https://www.instagram.com/p/B8zP1mGA4Vp/,gatormom95,Bless you ❤️🙌🙌,,,bless ❤ ️ 🙌 🙌
4854,https://www.instagram.com/p/B8zP1mGA4Vp/,elvisettelwaka,👏👏,,,👏 👏
4855,https://www.instagram.com/p/B8zNx7-FNfE/,abcnews,"""BE STRONG CHINA"": A message projected on the side of a building in Beijing offers words of encouragement amid the coronavirus outbreak. #coronavirus #china","['coronavirus', 'china']",,strong china message project side build beijing offer word encouragement amid coronavirus outbreak coronavirus china
4856,https://www.instagram.com/p/B8zNx7-FNfE/,starving_artis,"It should say... ""stop eating every single thing china""",,,say stop eat every single thing china
4857,https://www.instagram.com/p/B8zNx7-FNfE/,johnwesleywright,They speak English?,,,speak english
4858,https://www.instagram.com/p/B8zNx7-FNfE/,mr_dbrunet,BE CLEAN CHINA.. or RHYNO HORN DOES NOTHING would be better message.,,,clean china rhyno horn nothing would better message
4859,https://www.instagram.com/p/B8zNx7-FNfE/,j_gonzalez909,Ha!! Yeah like that works.. just like prayer when tragedy strikes.,,,ha yeah like work like prayer tragedy strike
4860,https://www.instagram.com/p/B8zNx7-FNfE/,carolynhoag,Amen,,,amen
4861,https://www.instagram.com/p/B8zNx7-FNfE/,angryfernbr,Why is it in English if they speak Chinese though 🤔🤔,,,english speak chinese though 🤔 🤔
4862,https://www.instagram.com/p/B8zNx7-FNfE/,chrissantana8,Yes,,,yes
4863,https://www.instagram.com/p/B8zNx7-FNfE/,da_sneaker_plug,why is it in english? lol,,,english lol
4864,https://www.instagram.com/p/B8zNx7-FNfE/,rose_rose1399,Be strong usa,,,strong usa
4865,https://www.instagram.com/p/B8zNx7-FNfE/,djunyte,God bless China.,,,god bless china
4866,https://www.instagram.com/p/B8zNx7-FNfE/,gigititika,It should say..”we are getting karma”,,,say ” get karma ”
4867,https://www.instagram.com/p/B8zNx7-FNfE/,miss_shayneleann,🙌🙌🙌🙌,,,🙌 🙌 🙌
4868,https://www.instagram.com/p/B8zMSqGHtB1/,abcnews,"Some 3,000 camels were evacuated from the port in Tripoli in Libya after artillery fire threatened the area, according to local reports. #camels #libya","['camels', 'libya']",,3000 camels evacuate port tripoli libya artillery fire threaten area accord local report camels libya
4869,https://www.instagram.com/p/B8zMSqGHtB1/,carmenortiz7566,Awww... 🐪🐫🐪🐫🐪🐫 May God bless and protect them all.,,,awww 🐪 🐫 🐪 🐫 🐪 🐫 may god bless protect
4870,https://www.instagram.com/p/B8zMSqGHtB1/,stavian_allen,Was this on a Wednesday? 😂😂,,,wednesday 😂 😂
4871,https://www.instagram.com/p/B8zMSqGHtB1/,angelahonan712,They’re so orderly.,,,’ orderly
4872,https://www.instagram.com/p/B8zMSqGHtB1/,hellooo_dolly,So glad they are being protected💐💐,,,glad protect 💐 💐
4873,https://www.instagram.com/p/B8zMSqGHtB1/,jared_d24,To bad hump day was yesterday,,,bad hump day yesterday
4874,https://www.instagram.com/p/B8zMSqGHtB1/,carrie3663,"That’s incredible!! ❤️❤️
🐪🐪🐪🐪🐪🐪🐪🐪",,,’ incredible ❤ ️ ❤ ️ 🐪 🐪 🐪
4875,https://www.instagram.com/p/B8zMSqGHtB1/,roxy_torres27,WOW hope they get to a safe place All Animals have feelings,,,wow hope get safe place animals feel
4876,https://www.instagram.com/p/B8zMSqGHtB1/,jamisontaff,Auditions for the next Hump Day commercial 😂,,,audition next hump day commercial 😂
4877,https://www.instagram.com/p/B8zMSqGHtB1/,brengar1,Poor babies ❤️❤️❤️,,,poor baby ❤ ️ ❤ ️ ❤ ️
4878,https://www.instagram.com/p/B8zMSqGHtB1/,coronavirus_truth,Iran is having a coronavirus outbreak I have the videos!!!,,,iran coronavirus outbreak videos
4879,https://www.instagram.com/p/B8zMSqGHtB1/,amyegg73,Wow,,,wow
4880,https://www.instagram.com/p/B8zMSqGHtB1/,scubalover14,That’s awesome!!!👏👏👏,,,’ awesome 👏 👏 👏
4881,https://www.instagram.com/p/B8zJpc4n58N/,abcnews,"Trump confidant Roger Stone smiles as he departs a D.C. district court after being sentenced to 40 months in prison for witness tampering, lying to Congress. #rogerstone #trump #trial #politics #breakingnews","['rogerstone', 'trump', 'trial', 'politics', 'breakingnews']",,trump confidant roger stone smile depart dc district court sentence forty months prison witness tamper lie congress rogerstone trump trial politics breakingnews
4882,https://www.instagram.com/p/B8zJpc4n58N/,gtrademacher,Trump should serve the remaining 4 yrs.,,,trump serve remain four yrs
4883,https://www.instagram.com/p/B8zJpc4n58N/,toodlebug23,Cause he knows he’s getting pardoned ASAP,,,cause know ’ get pardon asap
4884,https://www.instagram.com/p/B8zJpc4n58N/,shootingr0pes,Sounds about white,,,sound white
4885,https://www.instagram.com/p/B8zJpc4n58N/,peterson.michelle61,🤮Above the law? A presidential pardon? I think so. It’s sickening. These wealthy men getting off scot free.,,,🤮 law presidential pardon think ’ sicken wealthy men get scot free
4886,https://www.instagram.com/p/B8zJpc4n58N/,usa_5127,Why is he smiling?,,,smile
4887,https://www.instagram.com/p/B8zJpc4n58N/,fernstudiosdigital,He and his main guy tan together.,,,main guy tan together
4888,https://www.instagram.com/p/B8zJpc4n58N/,lbeachhupert,Wow this is messed up ... so if you are rock white and a personal friend of the president you get a lighter sentence,,,wow mess rock white personal friend president get lighter sentence
4889,https://www.instagram.com/p/B8zJpc4n58N/,nktcgaga,He may serve 40 hours. Our DICTATOR WILL ENSURE THAT.,,,may serve forty hours dictator ensure
4890,https://www.instagram.com/p/B8zJpc4n58N/,lindaserafini,America we need to stand up to the clown in the White House...Gangster actions in motion right under our eyes. We need America back! 🇺🇸🇺🇸🇺🇸,,,america need stand clown white housegangster action motion right eye need america back 🇺 🇸 🇺 🇸 🇺 🇸
4891,https://www.instagram.com/p/B8zJpc4n58N/,karenarborio,Not enough!!!,,,enough
4892,https://www.instagram.com/p/B8zJpc4n58N/,cesarmic3,Why is he not in cuffs heading straight from the court room to prison like everyone else?,,,cuff head straight court room prison like everyone else
4893,https://www.instagram.com/p/B8zJpc4n58N/,chicanita67,Trump should follow along with this guy too,,,trump follow along guy
4894,https://www.instagram.com/p/B8zHJvnJX9G/,abcnews,"Trump ally Roger Stone sentenced to 40 months in prison: SPECIAL REPORT

BREAKING: Longtime Trump confidant Roger Stone sentenced to 40 months in prison for witness tampering, lying to Congress.

The judge said that Roger Stone “essentially had been trying to cover up for the president,” ABC News' Pierre Thomas reports, adding that over three years in prison “is a very significant sentence for a first-time offender on a white collar crime like this.” abcn.ws/37FO5yl #rogerstone #donadltrump #politics #mueller #crime","['rogerstone', 'donadltrump', 'politics', 'mueller', 'crime']",,trump ally roger stone sentence forty months prison special report break longtime trump confidant roger stone sentence forty months prison witness tamper lie congress judge say roger stone “ essentially try cover president ” abc news pierre thomas report add three years prison “ significant sentence firsttime offender white collar crime like ” abcnws 37fo5yl rogerstone donadltrump politics mueller crime
4895,https://www.instagram.com/p/B8zHJvnJX9G/,doris.clark58,😢😢😢😢😢he should have gotton 40 years.,,,😢 😢 😢 gotton forty years
4896,https://www.instagram.com/p/B8zHJvnJX9G/,mamasaidcita,How is it those who associate with him are guilty but he is not...White privilege republican don't want to ommit he was the wrong person to put in office because they got major tax breaks that the poor will have to pay for!,,,associate guilty notwhite privilege republican dont want ommit wrong person put office get major tax break poor pay
4897,https://www.instagram.com/p/B8zHJvnJX9G/,achile135,Can someone tell me where the Great White Hope Mike Bloomberg is hidding ☹️☹️☹️,,,someone tell great white hope mike bloomberg hidding ☹ ️ ☹ ️ ☹ ️
4898,https://www.instagram.com/p/B8zHJvnJX9G/,rose_rose1399,How about democrats and Chris Murphy secret meetings with Iranian officials? #chrismurphy,['chrismurphy'],,democrats chris murphy secret meet iranian officials chrismurphy
4899,https://www.instagram.com/p/B8zHJvnJX9G/,halawood,Trump nation going down ☝️ one by one👍⭕️🙏🏻,,,trump nation go ☝ ️ one one 👍 ⭕ ️ 🙏 🏻
4900,https://www.instagram.com/p/B8zHJvnJX9G/,noellaalie,Trump will pardon him,,,trump pardon
4901,https://www.instagram.com/p/B8zHJvnJX9G/,_queen_of_all_nature_,"Lmao good riddance, I bet Trump will try to buy him out tho🤡",,,lmao good riddance bet trump try buy tho 🤡
4902,https://www.instagram.com/p/B8zHJvnJX9G/,ajlego,The pardon countdown begins,,,pardon countdown begin
4903,https://www.instagram.com/p/B8zHJvnJX9G/,tishawnaxoxo,"This is the MOST DISGUSTING time of presidency I've ever seen, all these corruption going on and yall dont wanna impeach trump. Nancy Pelosi I pray she never stops until they get trump in jail.",,,disgust time presidency ive ever see corruption go yall dont wanna impeach trump nancy pelosi pray never stop get trump jail
4904,https://www.instagram.com/p/B8zHJvnJX9G/,eurufuskcbbrej,How you going to charge him and not the president.,,,go charge president
4905,https://www.instagram.com/p/B8zHJvnJX9G/,ivebusta,40 months? That's a slap on the wrist.,,,forty months thats slap wrist
4906,https://www.instagram.com/p/B8zHJvnJX9G/,raye_u_rock,This administration is an embarrassment worldwide...a joke to all other nations...,,,administration embarrassment worldwidea joke nations
